Model ID,English Name,Chinese Name,System
FJ2515,right posterior segmental bronchial tree,右肺上叶后段支气管树,respiratory
FJ2516,right posterior segmental bronchial tree,右肺上叶后段支气管树,respiratory
FJ2517,right posterior segmental bronchial tree,右肺上叶后段支气管树,respiratory
FJ2518,right posterior segmental bronchial tree,右肺上叶后段支气管树,respiratory
FJ2519,right posterior segmental bronchial tree,右肺上叶后段支气管树,respiratory
FJ2520,right apical segmental bronchial tree,右肺上叶尖段支气管树,respiratory
FJ2521,right apical segmental bronchial tree,右肺上叶尖段支气管树,respiratory
FJ2522,right apical segmental bronchial tree,右肺上叶尖段支气管树,respiratory
FJ2523,right apical segmental bronchial tree,右肺上叶尖段支气管树,respiratory
FJ2524,right apical segmental bronchial tree,右肺上叶尖段支气管树,respiratory
FJ2525,right apical segmental bronchial tree,右肺上叶尖段支气管树,respiratory
FJ2526,right apical segmental bronchial tree,右肺上叶尖段支气管树,respiratory
FJ2527,left posterior basal segmental bronchial tree,左肺下叶后底段支气管树,respiratory
FJ2528,left posterior basal segmental bronchial tree,左肺下叶后底段支气管树,respiratory
FJ2529,left posterior basal segmental bronchial tree,左肺下叶后底段支气管树,respiratory
FJ2530,left posterior basal segmental bronchial tree,左肺下叶后底段支气管树,respiratory
FJ2531,left posterior basal segmental bronchial tree,左肺下叶后底段支气管树,respiratory
FJ2532,left lateral basal segmental bronchial tree,左肺下叶外侧底段支气管树,respiratory
FJ2533,left lateral basal segmental bronchial tree,左肺下叶外侧底段支气管树,respiratory
FJ2534,left lateral basal segmental bronchial tree,左肺下叶外侧底段支气管树,respiratory
FJ2535,left anterior basal segmental bronchial tree,左肺下叶前底段支气管树,respiratory
FJ2536,left anterior basal segmental bronchial tree,左肺下叶前底段支气管树,respiratory
FJ2537,left medial basal segmental bronchial tree,左肺下叶内侧底段支气管树,respiratory
FJ2538,left anterior basal segmental bronchial tree,左肺下叶前底段支气管树,respiratory
FJ2539,right main bronchus proper,右主支气管,respiratory
FJ2540,pulmonary segment of bronchial tree,支气管树肺段,respiratory
FJ2541,segment of tracheobronchial tree,气管支气管树段,respiratory
FJ2554,right major alar cartilage,右鼻翼大软骨,respiratory
FJ2555,left major alar cartilage,左鼻翼大软骨,respiratory
FJ2556,left lateral nasal cartilage,左鼻侧软骨,respiratory
FJ2557,nonparenchymatous organ,非实质器官,respiratory
FJ2558,right lateral nasal cartilage,右鼻侧软骨,respiratory
FJ2769,nonparenchymatous organ,非实质器官,respiratory
FJ2770,subdivision of laryngopharynx,喉咽细分部,respiratory
FJ2771,extrinsic ligament of larynx,喉外韧带,respiratory
FJ2778,left lateral crico-arytenoid,左环杓侧肌,respiratory
FJ2780,left oblique arytenoid,左杓斜肌,respiratory
FJ2782,left posterior crico-arytenoid,左环杓后肌,respiratory
FJ2784,left thyro-arytenoid,左甲杓肌,respiratory
FJ2785,left thyro-arytenoid,左甲杓肌,respiratory
FJ2787,left vocal ligament,左声韧带,respiratory
FJ2788,left vocalis,左声带肌,respiratory
FJ2796,right lateral crico-arytenoid,右环杓侧肌,respiratory
FJ2798,right oblique arytenoid,右杓斜肌,respiratory
FJ2800,right posterior crico-arytenoid,右环杓后肌,respiratory
FJ2802,right thyro-arytenoid,右甲杓肌,respiratory
FJ2803,right thyro-arytenoid,右甲杓肌,respiratory
FJ2805,right vocal ligament,右声韧带,respiratory
FJ2806,right vocalis,右声带肌,respiratory
FJ2807,intrinsic ligament of larynx,喉内韧带,respiratory
FJ2808,nonparenchymatous organ,非实质器官,respiratory
FJ3263,left inferior nasal concha,左下鼻甲,respiratory
FJ3369,right inferior nasal concha,右下鼻甲,respiratory
FJ3144,left ureter,左输尿管,urinary
FJ3146,right ureter,右输尿管,urinary
FJ3148,organ with organ cavity,有腔器官,urinary
FJ3149,organ with organ cavity,有腔器官,urinary
FJ3132,corpus cavernosum of penis,阴茎海绵体,reproductive
FJ3133,corpus spongiosum of penis,阴茎尿道海绵体,reproductive
FJ3134,zone of corpus spongiosum of penis,阴茎尿道海绵体区,reproductive
FJ3135,left deferent duct,左输精管,reproductive
FJ3136,left epididymis,左附睾,reproductive
FJ3137,left seminal vesicle,左精囊,reproductive
FJ3138,left testis,左睾丸,reproductive
FJ3139,parenchymatous organ,实质性器官,reproductive
FJ3140,right deferent duct,右输精管,reproductive
FJ3141,right epididymis,右附睾,reproductive
FJ3142,right testis,右睾丸,reproductive
FJ3143,right seminal vesicle,右精囊,reproductive
FJ1795,circumventricular organ of neuraxis,神经轴室周器官,endocrine
FJ1796,parenchymatous organ,实质性器官,endocrine
FJ3150,left lobe of thymus,胸腺左叶,lymphatic
FJ3151,right lobe of thymus,胸腺右叶,lymphatic
FJ2810,nonparenchymatous organ,非实质器官,integumentary
FJ2812,set of organ regions,器官区域组,integumentary
FJ2813,subdivision of epithelium,上皮细分部,integumentary
FJ2815,subdivision of epithelium,上皮细分部,integumentary
FJ1291,left common tendinous ring,左总腱环,other
FJ1342,right common tendinous ring,右总腱环,other
FJ1448,anatomical junction,解剖连接部,other
FJ1509,set of dorsal interossei of right hand,右手背侧骨间肌(一组),other
FJ1509M,set of dorsal interossei of left hand,左手背侧骨间肌(一组),other
FJ1510,set of lumbricals of right hand,右手蚓状肌(一组),other
FJ1510M,set of lumbricals of left hand,左手蚓状肌(一组),other
FJ1511,set of palmar interossei of right hand,右手掌侧骨间肌(一组),other
FJ1511M,set of palmar interossei of left hand,左手掌侧骨间肌(一组),other
FJ1549,set of anterior cervical intertransversarii,颈前横突间肌(一组),other
FJ1549M,set of anterior cervical intertransversarii,颈前横突间肌(一组),other
FJ1550,musculature of subdivision of trunk,躯干细分部肌肉系统,other
FJ1550M,musculature of subdivision of trunk,躯干细分部肌肉系统,other
FJ1552,musculature of subdivision of trunk,躯干细分部肌肉系统,other
FJ1552M,musculature of subdivision of trunk,躯干细分部肌肉系统,other
FJ1553,set of posterior cervical intertransversarii,颈后横突间肌(一组),other
FJ1553M,set of posterior cervical intertransversarii,颈后横突间肌(一组),other
FJ1737,region of ventricular system of neuraxis,神经轴脑室系统区域,other
FJ1743,cell part cluster of neuraxis,神经轴细胞部集群,other
FJ1752,immaterial anatomical entity,非物质解剖实体,other
FJ1763,subdivision of subarachnoid space,蛛网膜下隙细分部,other
FJ1780,cell part cluster of neuraxis,神经轴细胞部集群,other
FJ1781,segment of neuraxis,神经轴段,other
FJ1799,cell part cluster of neuraxis,神经轴细胞部集群,other
FJ1811,subdivision of subarachnoid space,蛛网膜下隙细分部,other
FJ1828,cell part cluster of neuraxis,神经轴细胞部集群,other
FJ1830,segment of neuraxis,神经轴段,other
FJ1832,cell part cluster of neuraxis,神经轴细胞部集群,other
FJ1843,subdivision of cranial dura mater,硬脑膜细分部,other
FJ1858,hepatovenous segment ix,肝静脉第IX段,other
FJ1896,pancreatic duct,胰管,other
FJ1961,posterior intercostal arteries,肋间后动脉(一组),other
FJ1975,posterior intercostal arteries,肋间后动脉(一组),other
FJ2090,set of perforating arteries,穿动脉(一组),other
FJ2092,set of common plantar digital arteries,足底总趾动脉(一组),other
FJ2093,set of dorsal digital arteries,足背趾动脉(一组),other
FJ2094,set of perforating arteries,穿动脉(一组),other
FJ2095,set of plantar digital arteries proper,足底固有趾动脉(一组),other
FJ2127,set of perforating arteries,穿动脉(一组),other
FJ2196,set of common plantar digital arteries,足底总趾动脉(一组),other
FJ2197,set of dorsal digital arteries,足背趾动脉(一组),other
FJ2203,set of perforating arteries,穿动脉(一组),other
FJ2204,set of plantar digital arteries proper,足底固有趾动脉(一组),other
FJ2205,set of plantar digital arteries proper,足底固有趾动脉(一组),other
FJ2318,set of dorsal digital arteries,指背动脉(一组),other
FJ2346,set of dorsal digital arteries,指背动脉(一组),other
FJ2347,set of dorsal metacarpal arteries,掌背动脉(一组),other
FJ2348,set of dorsal metacarpal arteries,掌背动脉(一组),other
FJ2599,anatomical junction,解剖连接部,other
FJ2630,pancreatic duct tree,胰管树,other
FJ2744,left pterygomandibular raphe,左颊咽缝,other
FJ2749,immaterial anatomical entity,非物质解剖实体,other
FJ2756,right pterygomandibular raphe,右颊咽缝,other
FJ2811,subdivision of auriculotemporal part of head,头部耳颞部细分部,other
FJ2818,hepatovenous segment ii,肝静脉第II段,other
